ItemId,Title,Price,Buy,Profit,Qty,Weight
112369188000,JABRA QD to 3.5mm plug,34.15,21.34,4.52,0,0.02
112369195213,JABRA 2.5mm to QD cord,34.15,21.34,4.52,1,0.04
112369195202,JABRA GN Netcom/Jabra Standard Cord,34.15,21.34,4.52,59,0.04
112369211579,JABRA QD to 2.5mm plug Pana,34.15,21.34,4.52,9,0.01
162472460571,JABRA QD to RJ10 cable Siemens,34.15,21.34,4.52,1,0.04
162472698845,JABRA QD to RJ10 Siemens,34.15,21.34,4.52,0,0.02
112078822140,HP◉ 62 Tri-Color ◉ Ink CARTRIDGE◉ Envy & OfficeJet 5540 5665 5640 7640 5740 8040,35.2,22.28,4.52,2026,0.05
162478140179,JABRA wind screen foam for PRO 94XX,35.49,22.54,4.52,0,0
162461221594,LOGITECH M187 WIRELESS MINI MOUSE - BLUE,35.2,18.18,4.52,109,0.1
112373752805,JABRA QD to 2.5mm Plug - Ericsson,33.7,20.94,4.52,0,0.01
162473667641,JABRA JABRA BT2047 BLUETOOTH HEADSET,35.79,18.7,4.53,0,0.08
112369317985,JABRA GN1200,35.33,22.39,4.53,31,0.02
112365848559,JABRA Audio Enhancer GN1200CC,35.33,22.39,4.53,82,0.04
112360960813,LOGITECH M235 WIRELESS MOUSE (COLT GREY),35.75,18.67,4.53,483,0.12
162478140133,JABRA Jabra MOTION UC MS,210.82,175.34,4.54,0,0.12
112373752797,JABRA Jabra MOTION UC,210.82,175.34,4.54,0,0.1
112373752642,JABRA GN2000 Leather ear cushion,37.49,24.31,4.54,0,0.02
162472697999,JABRA QD to RJ45 cable,37.32,24.16,4.54,0,0
112369317987,JABRA GN2100 King Size earcushion,37.93,24.7,4.55,0,0
112369187998,JABRA LINK Mobile QD to 3.5 mm w.PTT,39.11,25.75,4.55,0,0.02
162370961980,LOGITECH HINGE CASE FOR IPHONE 7 BLUE,39.71,22.19,4.55,201,0.18
112369318466,JABRA Voice 150 Ear Cushions,39.67,26.25,4.55,0,0.04
112369317993,JABRA Jabra A Charger ANZ for Headset,39.34,21.86,4.55,0,0.08
112280772190,LOGITECH HINGE CASE FOR IPHONE 7+ BLUE,39.71,22.19,4.55,0,0.2
162478140362,JABRA GN1216 Avaya curly cord,40.93,27.37,4.56,0,0.04
112373752804,JABRA SUPERVISOR cord w. mute,42.18,28.48,4.57,0,0.04
162183299229,WACOM◉INTUOS SOFT CARRY CASE◉MEDIUM◉GREY◉For CTH-680◉CTH-690 TabletACK-413-022-Z,42.72,24.86,4.57,0,0.29
162464714362,LOGITECH Z120 SPEAKER SYSTEM 2.0,42.49,21.26,4.57,112,0.66
112363727820,LOGITECH X50 MOBILE WIRELESS SPEAKER - ORANGE,53.3,34.33,4.57,6,0.21
112373752476,JABRA EVOLVE 30 HS MONO,43.94,30.05,4.58,0,0
112369195248,JABRA LINK Siemens Openstage cord,42.61,28.86,4.58,0,0.02
162364815833,LOGITECH C170 WEBCAM,43.28,25.36,4.58,160,0.16
112280772191,LOGITECH K230 WIRELESS KEYBOARD (U),43.63,25.67,4.58,0,0.48
112369211582,JABRA Power supply AUS/NZ,45.65,27.47,4.59,0,0.08
112360960845,LOGITECH MK200 MEDIA COMBO,47.16,25.41,4.6,0,0.86
112360960867,LOGITECH M325 WIRELESS MOUSE - LIGHT SILVER (U),47.3,28.93,4.6,27,0.13
112363727848,LOGITECH Wireless Mouse M325 - Moody Midnight,47.3,28.93,4.6,2,0.15
112360960814,LOGITECH M325 WIRELESS MOUSE - DARK SILVER (U),47.3,28.93,4.6,533,0.13
162473667633,JABRA JABRA CLASSIC MONO BT HEADSET BLACK,48.16,29.7,4.6,360,0.1
162473667638,JABRA JABRA CLASSIC MONO BT HEADSET WHITE,48.16,29.7,4.6,55,0.09
112369953618,JABRA JABRA CLASSIC MONO BT HEADSET RED,48.16,29.7,4.6,68,0.1
162472460584,JABRA QD Mute Cable,48.5,34.1,4.61,10,0.02
112373752356,JABRA Leatherette Ear Cushions L,48.76,34.33,4.61,0,0
162478140259,JABRA EVOLVE 30 HS STEREO,48.76,34.33,4.61,0,0
112360960825,LOGITECH M337 BLUETOOTH MOUSE - RED,50.39,31.68,4.62,824,0.14
162461279061,LOGITECH M337 BLUETOOTH MOUSE - BLACK,50.39,31.68,4.62,0,0.12
112280684601,LOGITECH GAMING MOUSE G300S OPTICAL 2500 dpi SCROLL WHEEL 9 BUTTON 2 YR WARRANTY,51.82,32.95,4.63,179,0.19
162473623954,JABRA JABRA SPORT CORDED IN-EAR,53.11,34.1,4.63,0,0.11
112363727943,LOGITECH X50 MOBILE WIRELESS SPEAKER - BLACK,53.37,34.33,4.64,100,0.21
112363727803,LOGITECH X50 MOBILE WIRELESS SPEAKER - BLUE,53.37,34.33,4.64,61,0.2
162478140007,JABRA EHS Adapter - Cisco,53.33,38.39,4.64,44,0.04
162478140040,JABRA EHS-Adapter for 9120 DHSG GN 93XX,53.33,38.39,4.64,0,0.05
112363727857,LOGITECH Wireless Mouse M545 - Black,53.96,34.85,4.64,171,0.14
112360960891,LOGITECH MK270r Wireless Combo,54.92,32.31,4.64,1624,0.78
112373752502,JABRA EHS Adapter - Cisco,53.33,38.39,4.64,0,0.05
112373752680,JABRA Jabra UC Voice 150 crd Mono Headset MSOC,54.4,35.24,4.65,72,0.17
112280772222,LOGITECH H340 USB HEADSET - BLACK,55.58,36.29,4.65,256,0.25
162154881053,BELKIN◉Mini Display Port to HDMI Cable◉3.6M Length◉For Macbook HDTV Tablet◉BLACK,56.52,37.14,4.65,16,0.25
112369966251,JABRA JABRA SOULMATE MINI BT SPK BLACK,56.83,37.4,4.66,0,0.49
162362541410,LOGITECH C270 HD WEBCAM,57.53,38.03,4.66,0,0.21
112251932218,TP-Link TL-WA850RE 300Mbps Universal WiFi Range Extender 2.4Ghz WPS Wireless Oz,56.95,37.51,4.66,811,0.28
112369318477,JABRA Desk phone cable Jabra EVOLVE,57.21,41.84,4.66,0,0
162478140180,JABRA Jabra UC Voice 150 crd Duo Headset MSOC,57.94,38.39,4.67,43,0.2
112373752397,JABRA Alactel MSH-Adapter,57.94,38.39,4.67,5,0.06
162473684819,JABRA JABRA STYLE WHITE BT HEADSET,59.3,39.6,4.67,16,0.08
112369966789,JABRA JABRA STYLE BT HEADSET,59.3,39.6,4.67,39,0.09
112373752402,JABRA LINK 14201-44 (NEC CABLE),57.46,42.06,4.67,0,0.04
162472423457,JABRA DanaSwitch Adapter,57.46,37.96,4.67,0,0.16
112369318476,JABRA Jabra Cord Clip 10pieces pack,58.45,42.94,4.67,0,0
112369954886,JABRA JABRA BOOST BT HEADSET WHITE,60.54,40.7,4.68,20,0.09
162473667637,JABRA JABRA BOOST BT HEADSET BLACK,60.54,40.7,4.68,0,0.09
112369954893,JABRA JABRA BOOST BT HEADSET GOLD,60.54,40.7,4.68,34,0.09
162370852643,LOGITECH G302 DAEDALUS PRIME MOBA GAMING MOUSE,60.09,40.3,4.68,12,0.21
112360960866,LOGITECH M557 Bluetooth Mouse - White,63.11,42.99,4.69,16,0.16
112373752490,JABRA Jabra Speak 810 Pwr Sup separate accesry,62.73,42.65,4.69,0,0.25
162461279122,LOGITECH M557 Bluetooth Mouse - Grey,63.11,42.99,4.69,13,0.16
112369317989,JABRA EHS-Adapter for Avaya Desk phone,64.16,48.02,4.7,0,0.04
162091296904,Jabra◉DRIVE Talk Simple & Safe◉Bluetooth In-Car SpeakerPhone◉Hands-Free Calls◉Oz,64.25,44,4.7,0,0.21
112369896117,JABRA JABRA SPEAKERPHONE DRIVE,64.25,44,4.7,0,0.21
112373752662,JABRA Jabra Evlv 20 UC MonoHD Audio,64.32,44.06,4.71,273,0.14
112280772192,LOGITECH K380 MULTI-DEVICE BLUETOOTH KB - BLACK,64.7,44.4,4.71,0,0.53
112078931749,BELKIN◉Road Rockstar◉4-Port FronT◉Passenger Car Charger◉For Apple Samsung iPhone,64.89,44.57,4.71,0,0.22
162478140198,JABRA Jabra UC Voice 250 corded Mono-Headset,65.22,44.86,4.71,1,0.14
162472697994,JABRA single headset for PRO 925/935 mono,165.59,138.79,4.71,0,0.04
112280772175,LOGITECH H390 STEREO USB HEADSET (R),66.26,45.79,4.71,334,0.3
112369966256,JABRA JABRA HALO FUSION BLUETOOTH HEADSET,67.96,47.3,4.72,97,0.15
112280772204,LOGITECH K400 PLUS WIRELESS TOUCH KEYBOARD WHITE,68.83,48.07,4.73,38,0.53
112275698890,LOGITECH C615 HD WEBCAM,86,63.43,4.74,41,0.22
162364815842,LOGITECH C525 HD WEBCAM,71.81,50.72,4.75,0,0.22
112373752728,JABRA Jabra Evlv 20 MS StereoHD Audio MS cert,72.81,51.61,4.75,7,0.17
112280684576,LOGITECH G402 Hyperion Fury Gaming Mouse,71.81,50.72,4.75,136,0.23
162461279085,LOGITECH MK345 Wireless Combo,74.25,49.49,4.76,0,0.96
112363727941,LOGITECH Z200 Multimedia Speakers - Snow White,75.41,50.52,4.77,0,1.3
162473684822,JABRA JABRA STEALTH MONO HEADSET,76.96,59.4,4.78,0,0
112280772208,LOGITECH K480 Bluetooth Multi-Device Keyboard-Wht,76.68,51.65,4.78,0,1.01
162473670501,JABRA JABRA STEP BT HEADSET,76.63,55,4.78,539,0.19
112280772215,LOGITECH H570e USB Headset Stereo,76.59,54.97,4.78,21,0.22
112128930221,MICROSOFT◉LifeChat LX-6000◉- For◉Business ◉7XF-00003,77.49,55.77,4.78,9,0.3
162182062576,LOGITECH◉EXTREME 3D PRO◉JOYSTICK GAMING◉GAME CONTROLLER◉WINDOWS PC◉USB◉Oz,75.64,50.72,4.78,5,1.26
112280772186,LOGITECH HARMONY 650 REMOTE (BP),78.96,57.08,4.79,99,0.32
162472460577,JABRA EHS-Adapter for Avaya Desk phone,77.82,56.06,4.79,1,0.12
112280772210,LOGITECH KEYS-TO-GO KB FOR ANDROID & WINDOWS,78.4,56.58,4.79,22,0.36
161639575021,Jabra Storm ◉ Bluetooth Headset ◉ Blocks Noise ◉HD Voice◉NFC◉10Hrs TalkTime◉ Mic,80.34,58.3,4.8,313,0.09
112369954900,JABRA JABRA STORM MONO HEADSET,80.34,58.3,4.8,313,0.09
162154910713,MICROSOFT◉ Wireless Desktop 3050 ◉ with AES USB Ergonomic Keyboard ◉ Mouse,80.2,54.78,4.8,94,1.28
162464714279,LOGITECH R400 WIRELESS PRESENTER,81.18,59.05,4.81,292,0.14
112109414982,MICROSOFT◉OFFICE 365◉Personal Word Excel PowerPoint Outlook Access◉1 PC/Mac◉1yr,85.01,66.55,4.83,135,0.05
162154893940,JABRA◉Stealth Mono◉Headset HD Sound◉with NOISE Reduction◉COMFORT DESIGN◉Wireless,85.29,62.7,4.83,0,0.12
112280684580,LOGITECH DRIVING FORCE SHIFTER,85.15,59.18,4.83,20,1.13
162473684831,JABRA JABRA STEALTH MONO HEADSET,85.29,62.7,4.83,0,0.12
112369966788,JABRA JABRA HALO SMART BLUETOOTH HEADSET BLACK,86.52,63.8,4.84,104,0.17
112369966796,JABRA JABRA HALO SMART BLUETOOTH HEADSET BLUE,86.52,63.8,4.84,163,0.17
112369966784,JABRA JABRA HALO SMART BLUETOOTH HEADSET RED,86.52,63.8,4.84,0,0.18
162370852651,LOGITECH G303 Daedalus Apex Edition Gaming Mouse,86.11,63.43,4.84,0,0.21
112369318472,JABRA Jabra Voice 550 corded Mono Headset MSOC,86.67,63.93,4.84,32,0.18
162478140315,JABRA DIAL 750,86.18,60.09,4.84,0,1
162472698862,JABRA Jabra QD Lock 10pieces pack,87.43,68.7,4.85,0,0
162473623952,JABRA JABRA STREAMER BLUETOOTH,87.76,64.9,4.85,32,0.16
112360960831,LOGITECH M570 WIRELESS TRACKBALL (R),89.97,66.86,4.86,37,0.33
162478140187,JABRA Jabra EVOLVE 30 II UC Mono,89.6,66.53,4.86,5,0.2
162370961973,LOGITECH H540 USB HEADSET - BLACK,90.26,67.12,4.86,231,0.38
112363727863,LOGITECH X300 MOBILE SPEAKER - BLACK/SILVER GRILL,92.05,68.71,4.87,479,0.5
162464714323,LOGITECH X300 Mobile Speaker - Red / Red Grill,92.05,68.71,4.87,83,0.5
112076634294,BELKIN◉Family RockStar◉4-Port USB Mobile Charger◉1 yr Warranty◉5.4 Amp◉Adaptor,89.99,66.87,4.87,5,0.58
162461279120,LOGITECH MK520r Wireless combo,91.14,64.5,4.87,0,1.24
162473623949,JABRA JABRA TOUR BT SPEAKERPHONE,92.71,69.3,4.88,727,0.33
112369891739,JABRA GN 1000 Remote Hookswitch Lifter,96.92,73.04,4.9,3,0.23
112373752593,JABRA EVLV 30 II UC STEREO,98.1,74.09,4.91,12,0.24
162478140125,JABRA Jabra EVOLVE 30 II MS Stereo,98.1,74.09,4.91,24,0.23
162478140319,JABRA UC VOICE 750 MS MONAURAL CORDED DARK,97.7,73.73,4.91,8,0.15
162478140342,JABRA UC VOICE 750 MONAURAL CORDED DARK,97.7,73.73,4.91,52,0.16
112369954899,JABRA JABRA MOVE WIRELESS HEADPHONES BLK,102.61,78.1,4.94,304,0.33
162473670498,JABRA JABRA MOVE WIRELESS HEADPHONES RED,102.61,78.1,4.94,97,0.49
162473670504,JABRA JABRA MOVE WIRELESS HEADPHONES BLU,102.61,78.1,4.94,65,0.47
162478140123,JABRA Jabra EVOLVE 30 II MS Mono,89.7,66.53,4.95,0,0.2
112363727836,LOGITECH Ultrathin Touch Mouse T630,104.31,79.61,4.95,9,0.28
112373752854,JABRA UC VOICE 750 BINAURAL CORDED DARK.,104.89,80.12,4.96,13,0.19
162478140335,JABRA UC VOICE 750 MS BINAURAL CORDED DARK,104.89,80.12,4.96,4,0.17
162473683778,JABRA JABRA SPORT PACE RED,105.09,80.3,4.96,0,0.22
112110851474,JABRA◉ Sport Pace◉Yellow◉Wireless Bluetooth◉Earbuds Earset Earphones Headset ,105.09,80.3,4.96,0,0.22
112078924651,JABRA◉ Sport Pace◉Blue◉Wireless Bluetooth◉Earbuds Earset Earphones Headset ,105.09,80.3,4.96,0,0.22
162473683775,JABRA JABRA SPORT PACE YELLOW,105.09,80.3,4.96,142,0.21
162473683788,JABRA JABRA SPORT PACE BLUE,105.09,80.3,4.96,0,0.22
112110855911,JABRA◉ Sport Pace◉Red◉Wireless Bluetooth◉Earbuds Earset Earphones Headset ,105.09,80.3,4.96,0,0.22
162027447983,Jabra Supreme+ PLUS◉Bluetooth Headset◉HD Voice◉iPhone 5 6 7 7+◉Galaxy S5 S6 S7 ◉,106.4,81.4,5.03,0,0.19
112373752691,JABRA Jabra QD Converter Lock,106.8,85.84,5.05,0,0
112363727840,LOGITECH R700 - PROFESSIONAL PRESENTER,107.17,82.06,5.06,0,0.16
162473623948,JABRA JABRA SPEAKER FOR PC 410,108.99,83.6,5.15,174,0.38
112360960850,LOGITECH MK550 WIRELESS WAVE COMBO (U),111.18,82.06,5.25,0,1.77
112280684623,LOGITECH G502 PROTEUS SPECTRUM RGB TUNABLE MOUSE,115.74,89.32,5.47,0,0.29
112363727809,LOGITECH◉Wireless Mouse M545◉Silver◉Unifying-ready◉Dual-Axis Wheel◉Pico Receiver,55,34.85,5.57,38,0.13
112280772226,LOGITECH H600 WIRELESS HEADSET (R),120.32,93.19,5.7,62,0.31
112369896115,JABRA JABRA SPEAKERPHONE FREEWAY,120.69,93.5,5.72,0,0.31
112363727845,LOGITECH USB Headset Mono H650e,122.08,94.68,5.78,24,0.26
112373752774,JABRA Jabra SPEAK 510 USB-Coference solution,162,130.33,5.86,19,0.32
112369954906,JABRA JABRA SPORT ROX WIRELESS,124.58,96.8,5.9,0,0.19
111623239046,◉Jabra ROX Wireless◉Dust Resistant Bluetooth Stereo Headset◉iPhone Android◉Black,124.58,96.8,5.9,106,0.17
112369966786,JABRA JABRA MOTION BT HEADSET,124.58,96.8,5.9,53,0.17
112369954903,JABRA JABRA ROX BT STEREO IN EAR HP BLACK,124.58,96.8,5.9,106,0.17
112373752730,JABRA LINK 265,127.26,99.07,6.03,1,0.1
162478140203,JABRA Jabra Evlv 40 MS MonoHD Audio MS cert,128.17,99.84,6.07,22,0.23
112373752704,JABRA Jabra Evlv 40 UC MonoHD Audio,128.17,99.84,6.07,102,0.22
162370962007,LOGITECH K830 ILLUMINATED LIVING-ROOM KEYBOARD R1,128.93,97.08,6.11,166,0.81
162473623950,JABRA JABRA SPEAK 510 SPEAKERPHONE,131.08,102.3,6.22,0,0.38
162478140446,JABRA LINK 850 Amplifier,134.21,104.95,6.37,7,0.24
162478140277,JABRA PRO 9XX Mono headset,134.54,109.33,6.38,0,0.04
112373752586,JABRA Jabra Evlv 40 MS StereoHD Audio MS cert,137.09,107.39,6.51,88,0.26
112373752588,JABRA Jabra Evlv 40 UC StereoHD Audio,137.09,107.39,6.51,49,0.26
112369966264,JABRA JABRA ECLIPSE BLUETOOTH HEADSET BLACK,138.87,108.9,6.59,0,0.18
162473683779,JABRA JABRA ECLIPSE BLUETOOTH HEADSET WHITE,138.87,108.9,6.59,46,0.18
112363727837,LOGITECH USB Headset Stereo H650e,139.11,109.1,6.6,14,0.28
112373752605,JABRA Speak 410 UC,143.5,112.82,6.81,52,0.29
112363727944,LOGITECH Z506 SURROUND SPEAKERS 5.1 (A),144.74,104.97,6.87,95,5.49
112373752415,JABRA Headset Dock PRO 94XX 5 Units,144.84,110.55,6.88,0,1.02
112111962237,WACOM◉INTUOS COMIC PEN & TOUCH◉GRAPHIC TABLET◉SMALL◉CTH490◉Windows◉Mac◉USB◉Black,146.04,111.57,6.94,0,0.67
162177798037,WACOM◉Intuos ART Creative Pen & Touch Graphic Tablet◉CTH-490/K0-C◉Black◉PC◉MAC◉,146.04,111.57,6.94,202,0.67
112369891738,JABRA GN Netcom/2120NC 2in1 Headset,146.12,115.03,6.95,20,0.15
162154858901,ELGATO◉Video Capture◉Convert VHS NTSC Video8 Hi8 NTCS to H.264◉MAC WINDOWS PC◉Oz,147.4,116.12,7,17,0.23
112078828446,CISCO◉SPA112◉2 Port Analogue Phone Adaptor (ATA)◉For VOIP FAX◉SPA -112,79,54.89,7.01,377,0.5
112363727815,LOGITECH MX MASTER WIRELESS MOUSE,148.24,116.83,7.04,307,0.33
